-64,64
-64,64
-64,64
-64,63
-64,62
-64,61
-64,60
-64,59
-64,57
-64,55
-65,54
-65,52
-65,51
-65,50
-65,49
-65,48
-64,46
-64,44
-63,43
-62,41
-62,39
-61,38
-61,37
-60,35
-58,33
-56,31
-53,29
-50,26
-47,24
-43,21
-39,18
-35,15
-30,11
-25,8
-20,5
-15,1
-10,-2
-5,-6
0,-10
5,-15
10,-20
15,-25
20,-30
24,-36
29,-41
33,-47
37,-54
41,-60
44,-66
48,-73
51,-80
54,-87
57,-94
60,-101
63,-107
66,-114
68,-120
70,-125
73,-131
75,-136
76,-141
78,-145
80,-149
81,-153
83,-157
84,-160
86,-163
87,-166
88,-169
89,-171
90,-173
90,-175
91,-177
92,-179
94,-181
96,-183
99,-186
102,-189
103,-192
103,-194
103,-196
103,-198
103,-200
103,-202
103,-204
103,-206
103,-208
103,-209
103,-211
103,-212
103,-213
103,-214
103,-215
103,-216
103,-217
103,-218
103,-219
103,-219
103,-220
103,-220
103,-221
103,-221
103,-221
103,-221
103,-221
103,-220
103,-219
103,-218
103,-216
103,-214
103,-213
103,-210
103,-209
103,-207
103,-205
103,-204
103,-203
103,-202
103,-201
103,-200
103,-199
103,-198
103,-197
103,-197
103,-196
103,-195
103,-195
103,-194
103,-194
103,-194
103,-193
103,-193
103,-192
103,-192
103,-192
103,-192
103,-191
103,-191
103,-191
103,-191
103,-191
103,-191
103,-191
103,-190
103,-190
103,-190
103,-190
103,-189
103,-189
103,-188
103,-187
103,-185
103,-183
103,-180
103,-177
103,-175
103,-172
103,-170
103,-166
103,-162
103,-158
103,-154
103,-149
103,-144
103,-138
103,-132
103,-127
103,-120
103,-114
104,-108
105,-102
106,-95
108,-89
110,-83
112,-77
114,-70
117,-64
120,-58
124,-51
127,-45
131,-38
135,-32
138,-26
142,-19
145,-16
147,-16
149,-16
151,-16
153,-15
155,-14
157,-12
160,-10
162,-9
164,-7
167,-5
169,-3
172,0
176,1
179,4
183,6
187,9
191,12
195,14
200,17
205,19
210,22
216,24
222,27
228,29
234,32
240,34
247,36
253,38
260,41
266,43
272,45
278,48
285,51
291,54
297,57
304,61
310,65
316,69
322,73
329,77
335,81
341,86
347,90
353,95
360,100
366,104
373,108
380,113
386,116
391,120
397,124
402,127
406,130
411,133
415,136
419,139
423,141
426,144
429,146
432,149
436,153
439,157
442,161
446,165
448,168
451,172
454,177
456,181
459,185
461,189
463,194
465,198
467,202
468,206
470,210
471,213
472,216
473,218
